Date,BTC-USD,ETH-USD,^GSPC,EURUSD=X,SI=F,ACAEUO.MI,ACAPER.MI,ACABRT.MI,XMLC.F,XDW0.DE,BRK-A,7309.T,AIGI.MI,WEAT.MI
2010-01-01,,,,1.4389938116073608,,,,,,,,,,
2010-01-04,,,1132.989990234375,1.4423978328704834,17.440000534057617,,,,,,99600.0,3335.312255859375,12.6899995803833,1.5520000457763672
2010-01-05,,,1136.52001953125,1.4365959167480469,17.7810001373291,,,,,,99710.0,3321.935302734375,12.670000076293945,1.5460000038146973
2010-01-06,,,1137.1400146484375,1.4404033422470093,18.163000106811523,,,,,,99850.0,3321.935302734375,13.170000076293945,1.5479999780654907
2010-01-07,,,1141.68994140625,1.4318032264709473,18.33300018310547,,,,,,100000.0,3330.853271484375,13.0,1.565000057220459
2010-01-08,,,1144.97998046875,1.44110906124115,18.45800018310547,,,,,,100300.0,3317.4765625,12.779999732971191,1.555999994277954
2010-01-11,,,1146.97998046875,1.4511260986328125,18.683000564575195,,,,,,99999.0,,12.710000038146973,1.5540000200271606
2010-01-12,,,1136.219970703125,1.447659969329834,18.243000030517578,,,,,,99350.0,3321.935302734375,12.449999809265137,1.4830000400543213
2010-01-13,,,1145.6800537109375,1.4523905515670776,18.538000106811523,,,,,,99150.0,3326.393310546875,12.529999732971191,1.4620000123977661
2010-01-14,,,1148.4599609375,1.4499897956848145,18.64299964904785,,,,,,99000.0,3384.361328125,12.550000190734863,1.4620000123977661
2010-01-15,,,1136.030029296875,1.4390974044799805,18.410999298095703,,,,,,97500.0,3406.656005859375,12.640000343322754,1.437000036239624
