"Date","Real Volume"
"2021-02-01","7203513502.223924"
"2021-02-13","7171506126.673851"
"2021-03-27","7166492487.130444"
"2021-10-02","7125446668.64414"
"2021-06-05","7116439403.838999"
"2021-11-09","7105142234.988298"
"2021-08-02","7101041619.4867935"
"2021-07-07","7093348521.088392"
"2020-12-16","7092823506.771051"
"2021-06-28","7074091400.056252"
"2021-04-06","7046552466.264059"
"2020-12-31","7007438798.529831"
"2021-06-19","7001530240.1796255"
"2021-07-15","6998000235.460712"
"2021-01-18","6965800366.049436"
"2021-02-05","6963560253.769476"
"2021-10-09","6941771716.793605"
"2020-12-23","6938021235.44269"
"2022-02-04","6933725048.257978"
"2021-10-16","6907856479.245863"
"2021-06-03","6901944296.515773"
"2021-10-03","6865432600.836577"
"2022-03-04","6864344979.556305"
"2021-08-14","6835310445.997321"
"2017-12-22","6795065867.196157"
"2021-05-01","6794005516.043184"
"2020-11-18","6784158905.63066"
"2021-11-03","6718036236.262448"
"2021-12-10","6713628645.510496"
"2021-11-30","6709355111.563479"
"2020-12-01","6688550231.895122"
"2021-07-23","6667986164.431801"
"2021-12-05","6624125039.010346"
"2021-12-01","6595762789.941236"
"2021-05-30","6568126001.040378"
"2022-02-21","6558406665.168866"
"2017-12-07","6546275932.119316"
"2020-12-21","6529254894.114221"
"2022-03-02","6511911343.2886715"
"2021-04-08","6456144311.277532"
"2021-06-02","6429111947.788702"
"2021-12-28","6413825062.14746"
"2021-12-15","6397002319.975722"
"2020-12-26","6370701355.28465"
"2021-11-15","6370089523.098399"
"2021-10-31","6350441945.992498"
"2021-06-30","6306070202.749498"
"2021-10-17","6296841369.524667"
"2021-07-19","6290043779.440409"
"2022-03-07","6256889456.506396"
"2022-03-11","6176197184.96643"
"2021-07-24","6162088453.2249775"
"2020-04-30","6136373051.669659"
"2021-09-17","6101353533.561409"
"2021-07-14","6058032418.107491"
"2021-08-22","6054447034.400338"
"2021-08-15","6050039971.308741"
"2022-02-07","6035623376.121848"
"2021-07-01","6019095300.446807"
"2021-07-31","6018842141.292658"
"2021-12-02","5992279654.782852"
"2019-10-26","5990165138.334753"
"2021-03-28","5983787997.966789"
"2020-11-30","5967508283.560452"
"2021-08-01","5949547153.746205"
"2021-09-05","5930036483.4077215"
"2021-04-09","5926571258.264389"
"2021-11-24","5907626719.571981"
"2021-01-23","5884225569.245685"
"2022-03-08","5864995394.724125"
"2021-11-11","5846033255.254421"
"2021-12-17","5828884906.354412"
"2021-01-31","5825088585.241883"
"2021-04-11","5810043182.282546"
"2020-11-24","5794106629.339803"
"2021-09-25","5791680292.741041"
"2020-07-27","5780617504.957126"
"2021-11-25","5768042648.730237"
"2021-07-12","5716850119.766679"
"2022-01-10","5715397768.075937"
"2021-03-06","5712650373.331298"
"2021-12-14","5710212070.612427"
"2020-12-28","5653047035.075192"
"2022-02-17","5647480955.547925"
"2020-05-10","5645253673.641855"
"2021-09-18","5642832765.460585"
"2019-07-10","5615654292.309669"
"2021-07-22","5559660700.039828"
"2020-12-29","5558735978.825381"
"2022-02-11","5548698825.459473"
"2020-11-05","5504085984.336545"
"2021-10-24","5492396478.764298"
"2022-01-27","5481941806.428668"
"2022-02-22","5480742107.625955"
"2022-03-03","5447006990.720098"
"2022-02-25","5445489947.145962"
"2021-10-30","5442424135.45132"
"2021-04-04","5409212064.532451"
"2021-07-05","5401219703.652618"
"2021-12-07","5383313353.361774"
"2022-01-06","5376386712.522754"
"2018-01-16","5370841939.526983"
"2020-12-19","5290498662.713659"
"2019-06-28","5277710401.161966"
"2021-07-06","5266474389.700299"
"2021-11-29","5250524664.867895"
"2021-12-29","5237415913.853782"
"2021-12-21","5237379661.18021"
"2021-12-09","5233539741.057567"
"2021-05-02","5230382236.062186"
"2021-01-01","5206879136.476328"
"2021-12-31","5206616895.664337"
"2021-01-24","5185051660.093044"
"2021-07-13","5177508614.46374"
"2020-12-25","5169543515.334268"
"2020-12-22","5149791018.244847"
"2021-12-23","5118331538.592413"
"2021-12-08","5107798150.014102"
"2021-09-04","5091043666.901573"
"2022-01-20","5070733660.977623"
"2022-01-23","5057421909.639888"
"2019-06-22","5050496860.39892"
"2021-09-11","5048340248.334219"
"2021-07-25","5047334240.971963"
"2020-05-07","5047269201.071779"
"2018-01-17","5027310260.886077"
"2022-01-11","5020787236.814553"
"2020-04-29","4939820825.172671"
"2021-12-20","4939383265.249069"
"2020-05-11","4906507717.727902"
"2020-12-18","4868164206.03684"
"2021-10-23","4868076727.1084795"
"2020-11-17","4849127396.382825"
"2019-07-02","4817809946.602934"
"2022-01-04","4813759458.660894"
"2022-03-18","4804463820.065599"
"2022-03-14","4792141301.909085"
"2022-02-18","4788003653.293364"
"2018-02-06","4779952711.576129"
"2020-11-06","4726227854.225347"
"2019-07-03","4725908637.287752"
"2021-09-19","4656158074.515458"
"2021-07-10","4653024191.9033575"
"2022-02-27","4638374911.513737"
"2021-08-29","4626691956.208296"
"2020-11-25","4590623196.252611"
"2021-06-06","4587662347.1073265"
"2022-03-15","4580929506.996533"
"2021-12-30","4578330567.027361"
"2022-01-28","4572254311.450288"
"2020-12-20","4538861417.166979"
"2022-01-12","4536077814.054386"
"2022-02-15","4523094112.791619"
"2022-01-08","4515429035.939213"
"2022-02-23","4508984243.436113"
"2020-09-03","4489810871.71736"
"2020-03-20","4489629536.071139"
"2022-01-31","4483713618.637725"
"2020-10-21","4475516937.045479"
"2019-07-11","4466007492.189609"
"2022-01-19","4448009655.821539"
"2020-06-02","4445485411.78046"
"2021-12-16","4433914602.47884"
"2021-12-24","4429850716.910544"
"2022-01-25","4426887589.517554"
"2021-11-14","4425902837.860523"
"2021-11-28","4393758909.758912"
"2021-12-11","4380321400.03175"
"2019-07-16","4379162037.566038"
"2019-07-01","4375985055.823895"
"2020-12-09","4332140117.943661"
"2022-01-13","4321154136.634362"
"2020-03-16","4291943096.569447"
"2020-11-12","4284969648.5445256"
"2021-12-27","4253543968.178881"
"2022-02-09","4246942251.5196986"
"2020-11-09","4221604515.489464"
"2021-09-12","4184966061.5943027"
"2021-11-21","4168312591.0539093"
"2020-12-24","4139462336.3896513"
"2022-02-14","4134726266.264153"
"2017-11-29","4129687285.5469522"
"2021-11-13","4118344172.592705"
"2019-09-24","4082973769.0497346"
"2021-12-19","4068977862.54526"
"2021-08-28","4032398245.0912795"
"2020-11-20","4032203440.4557753"
"2021-07-17","4028747991.8285265"
"2022-03-17","3976985924.055472"
"2020-11-27","3954833582.744679"
"2020-03-19","3952436848.5450096"
"2022-02-01","3927084654.432086"
"2019-05-17","3919633855.4158015"
"2022-01-14","3918696725.0863976"
"2021-07-03","3911564835.986675"
"2017-12-20","3893930769.18897"
"2020-12-02","3891028908.115769"
"2019-05-12","3884152975.333507"
"2022-01-03","3880820985.5727735"
"2020-05-14","3863036911.8230724"
"2021-11-07","3859706195.6937375"
"2022-03-21","3853886629.6857758"
"2021-12-12","3831001779.00268"
"2020-11-07","3820189819.4684873"
"2017-12-10","3806490795.4844"
"2019-05-13","3796046669.3261065"
"2022-02-02","3790331590.1846805"
"2022-01-18","3779007955.508603"
"2019-05-14","3775125292.3674703"
"2022-02-03","3767397534.5420475"
"2021-12-22","3766962874.4467344"
"2019-06-30","3766668599.2527723"
"2019-07-18","3758500065.8864236"
"2022-03-06","3737040314.560441"
"2021-11-27","3729475936.1741123"
"2020-08-02","3700007208.443054"
"2018-02-02","3684824576.660223"
"2020-06-11","3671209617.313713"
"2020-11-19","3662534481.8166556"
"2020-05-15","3651667176.9780746"
"2021-12-18","3645112568.0596614"
"2020-11-22","3638211243.102349"
"2019-07-17","3630960988.841273"
"2020-12-08","3608993802.6227913"
"2021-07-04","3593672362.5735874"
"2019-06-25","3578632811.5218086"
"2020-05-08","3573727796.7290754"
"2019-07-15","3568905322.7078424"
"2020-11-23","3566358519.87338"
"2020-05-21","3561168900.793526"
"2020-01-14","3548756407.2368717"
"2019-06-29","3545035987.1755323"
"2020-07-28","3539694256.7378874"
"2019-08-06","3531919585.2580476"
"2021-07-18","3503381397.8787622"
"2018-02-05","3484799714.88038"
"2020-05-06","3484544799.931884"
"2021-11-04","3483812544.952841"
"2022-02-05","3482538784.134023"
"2022-02-16","3460566741.8773828"
"2020-11-21","3417973022.518473"
"2020-10-28","3412335990.7745066"
"2020-03-23","3411616270.9454684"
"2021-07-11","3404586103.405269"
"2020-09-04","3397215219.2279134"
"2022-02-20","3383572362.158053"
"2019-05-11","3368938806.968683"
"2018-01-18","3358075207.6832757"
"2018-03-09","3357825225.332334"
"2020-12-04","3342294706.6524916"
"2020-12-15","3342251997.205617"
"2018-02-21","3329687526.0717673"
"2019-07-04","3327906805.149419"
"2020-09-02","3302947933.1752295"
"2020-09-05","3294208997.418274"
"2020-03-24","3288664986.7811747"
"2017-12-09","3286080684.442788"
"2020-04-02","3284944728.1740737"
"2020-11-16","3284763345.677781"
"2020-12-11","3283211444.573596"
"2020-11-04","3268477674.529116"
"2022-01-17","3257113761.142183"
"2020-08-01","3239390132.9682517"
"2019-07-09","3218397219.036786"
"2019-06-16","3199401175.9688487"
"2017-12-19","3194262445.2049274"
"2019-07-14","3179877386.6129384"
"2019-05-30","3152490689.805376"
"2020-03-09","3147673999.3530407"
"2019-06-04","3147507457.4569025"
"2019-05-19","3142951263.339657"
"2021-12-26","3141783327.4135146"
"2020-11-13","3129856882.167878"
"2021-11-20","3118432023.255821"
"2020-08-17","3092872955.8917594"
"2017-12-21","3087738268.2161"
"2020-11-11","3085735649.2693825"
"2022-01-29","3081075568.25493"
"2019-04-03","3079451609.787591"
"2019-08-07","3076188225.6106014"
"2022-03-20","3063520608.881785"
"2020-08-11","3059343400.865212"
"2018-02-07","3058842602.390896"
"2022-03-13","3054332281.155054"
"2018-03-07","3052871778.5806875"
"2018-04-25","3044669663.6531625"
"2022-01-09","3044382068.233068"
"2020-10-27","3041956020.2162447"
"2020-12-03","3041884511.954573"
"2022-02-12","3032402813.909688"
"2019-08-05","3028401379.2495303"
"2018-02-22","3020823268.183449"
"2019-05-16","3015163945.360412"
"2018-11-20","2998323120.7483907"
"2018-01-11","2977513724.1101623"
"2019-05-20","2971063844.576255"
"2017-12-11","2968894668.0751853"
"2022-02-26","2968088614.0841327"
"2020-08-10","2955365007.284787"
"2019-06-21","2947399483.033006"
"2017-12-06","2946974218.6572566"
"2019-06-23","2941119617.3757706"
"2022-03-19","2940955889.676647"
"2022-01-01","2934662330.7537746"
"2020-12-13","2913233856.469338"
"2017-11-30","2911700027.8016715"
"2019-11-22","2901362420.348967"
"2020-12-10","2897803548.6599817"
"2020-02-26","2893592936.139013"
"2019-10-25","2884152883.259239"
"2019-11-25","2871755172.187622"
"2020-01-08","2866662773.9680805"
"2019-08-15","2866460991.50578"
"2019-05-15","2858843571.179836"
"2018-02-18","2842707755.889901"
"2020-04-06","2840679060.9948235"
"2020-03-17","2830457618.506318"
"2022-03-05","2816351420.085703"
"2019-04-02","2804934016.625825"
"2021-11-06","2792821977.971538"
"2020-05-20","2782890345.4433827"
"2020-05-19","2764309829.3326826"
"2017-12-28","2757649718.080469"
"2020-08-07","2757403548.67975"
"2018-02-20","2756168682.8068795"
"2020-06-15","2753780941.244369"
"2020-05-09","2750118608.3312445"
"2017-12-13","2745383118.2735305"
"2017-12-24","2744672478.256596"
"2020-05-03","2743471035.193738"
"2020-05-18","2739869213.2220645"
"2020-09-01","2737100610.04111"
"2018-10-15","2734679908.204018"
"2017-12-23","2731139250.336889"
"2020-08-05","2729968453.072654"
"2019-10-27","2725483129.506302"
"2020-04-16","2716124018.390394"
"2018-02-01","2712469603.255144"
"2019-07-05","2711994251.7950397"
"2021-12-25","2711574915.7931128"
"2018-01-05","2698704330.631605"
"2020-08-25","2696123025.142049"
"2022-01-02","2692076929.957558"
"2020-05-13","2680354384.3533745"
"2019-05-27","2678354979.000103"
"2020-11-28","2677389969.6122456"
"2018-02-15","2662565479.338669"
"2020-10-22","2658687044.456302"
"2020-08-06","2656473479.0247593"
"2020-05-04","2654304510.2423496"
"2019-06-17","2650642440.3033967"
"2020-07-29","2643217971.1611733"
"2018-01-08","2638744506.2816706"
"2020-10-30","2634695576.44242"
"2020-05-01","2628713111.7011547"
"2019-07-12","2624943521.442119"
"2017-12-12","2624506235.942946"
"2017-12-15","2623941056.9906707"
"2020-10-31","2623905198.0267777"
"2020-04-23","2622488114.1325574"
"2020-03-15","2617125732.95745"
"2018-03-30","2615231759.477166"
"2019-06-24","2605153909.160545"
"2017-12-18","2601120477.8403344"
"2021-11-05","2599436489.104441"
"2020-03-25","2594337223.931503"
"2019-07-08","2593390531.646199"
"2017-12-30","2591942941.2409654"
"2020-08-18","2586320181.944812"
"2019-08-14","2579520637.2468166"
"2020-08-19","2575425554.5234923"
"2019-07-19","2573167311.851669"
"2019-05-26","2563337055.2467313"
"2020-10-29","2562548481.6168375"
"2020-06-01","2546874794.5463157"
"2020-11-03","2533603674.570331"
"2020-05-28","2528620525.6039805"
"2019-06-03","2522140425.08866"
"2019-06-18","2513192321.9349885"
"2017-12-03","2512787989.3532724"
"2022-01-15","2511246049.467873"
"2018-01-22","2500919758.6504283"
"2018-03-08","2493917548.868797"
"2020-05-17","2484982706.6913533"
"2019-07-13","2481676006.733725"
"2020-11-10","2477476074.8434305"
"2020-11-08","2465943674.073683"
"2019-08-16","2458446191.2928576"
"2020-09-08","2452094858.699717"
"2018-02-23","2451212437.6436095"
"2020-07-31","2447352608.374058"
"2017-12-27","2445550483.342356"
"2019-10-28","2445123812.16313"
"2022-02-06","2444963531.2151184"
"2020-05-05","2443787045.632903"
"2018-03-14","2442699470.8961864"
"2018-03-18","2441999074.0831027"
"2020-02-13","2427547385.0789886"
"2020-04-07","2425918225.1756234"
"2017-12-26","2425299460.2398124"
"2018-03-15","2424780131.4100056"
"2020-03-22","2419056397.8099937"
"2019-05-31","2417313540.595781"
"2020-03-14","2413313286.900738"
"2020-08-27","2402301728.771051"
"2019-09-26","2395259300.2299147"
"2020-11-02","2387189645.187921"
"2020-07-30","2384480992.021917"
"2018-03-19","2366252061.0205264"
"2020-12-14","2358645226.1149616"
"2022-03-12","2355048865.4740744"
"2017-12-17","2352921779.909058"
"2020-08-12","2347792964.6153545"
"2018-04-12","2343595962.296922"
"2020-12-07","2340818387.9174786"
"2020-08-13","2340047120.7724204"
"2020-11-14","2339614833.555275"
"2020-07-26","2328104770.690726"
"2018-03-29","2324632230.10558"
"2020-08-21","2319392853.311471"
"2019-05-24","2313480460.595394"
"2018-03-12","2310926835.270705"
"2020-03-08","2310170006.05104"
"2022-01-16","2306253667.4041004"
"2018-01-04","2299287745.0587106"
"2018-03-11","2296957819.7786236"
"2020-09-21","2291190871.64691"
"2022-01-30","2288469013.864234"
"2020-03-21","2288092985.090162"
"2018-01-30","2280585869.7537446"
"2020-03-30","2279983240.9376063"
"2019-09-06","2278177519.799542"
"2018-01-23","2277891285.176188"
"2018-11-19","2276996061.9813347"
"2018-01-10","2272772957.687557"
"2019-05-22","2263616141.9228616"
"2019-08-08","2253699663.7955756"
"2020-12-12","2251607815.692586"
"2018-11-14","2248083107.3997827"
"2020-03-10","2245831112.88347"
"2019-12-18","2244733068.3877273"
"2019-09-25","2235423353.9391403"
"2019-05-21","2232352862.380603"
"2019-05-23","2232297441.776983"
"2020-01-15","2231752111.4241877"
"2018-01-26","2225866001.407245"
"2017-11-12","2220187662.78753"
"2020-05-24","2211434189.813747"
"2019-07-06","2207789098.284701"
"2018-02-17","2203869653.9563828"
"2020-06-22","2193617582.450173"
"2020-05-12","2187752290.430415"
"2020-06-04","2183610100.3791065"
"2018-01-21","2176312892.718674"
"2020-04-10","2175312688.6935887"
"2018-01-02","2173624818.9415"
"2020-10-20","2170880246.5119114"
"2020-09-07","2170381808.9597054"
"2020-06-24","2167851555.9579988"
"2019-08-21","2165155361.645704"
"2020-02-19","2160830305.012042"
"2020-10-26","2152814596.391318"
"2020-03-18","2147645808.845397"
"2022-02-13","2142176390.0465174"
"2019-07-20","2142036287.8246896"
"2019-11-27","2133803691.5692644"
"2020-05-27","2128186372.8667421"
"2019-07-27","2114547595.4126322"
"2019-06-05","2113607445.4383845"
"2020-09-14","2110525328.0095465"
"2020-06-25","2106880908.2138262"
"2020-01-19","2105219345.018172"
"2019-05-29","2104134974.1930127"
"2018-03-06","2102610245.7392852"
"2017-12-14","2102605012.5523076"
"2020-11-29","2102450731.0293856"
"2020-09-15","2101560385.982987"
"2020-10-01","2093455450.7867959"
"2018-04-24","2093261080.577408"
"2019-09-03","2093008577.74668"
"2020-02-28","2087810068.6805398"
"2019-06-20","2085393053.1636248"
"2018-02-24","2082112025.218537"
"2020-02-27","2080929636.1019762"
"2020-04-03","2071842430.805958"
"2018-02-19","2069410164.949756"
"2017-12-16","2069074663.8806887"
"2020-09-16","2065323314.9747121"
"2020-08-26","2054604641.038248"
"2020-04-20","2054000664.6112282"
"2019-06-14","2047754808.5000772"
"2020-05-22","2045300622.390029"
"2020-01-07","2042755314.2637925"
"2020-04-13","2042448706.7965057"
"2020-04-01","2039947600.6129577"
"2017-12-01","2038674176.859863"
"2020-05-30","2023405211.230207"
"2019-12-04","2022274049.0111458"
"2020-06-10","2020897995.580943"
"2020-06-07","2019616650.708212"
"2020-01-17","2013420307.7634442"
"2019-08-10","2009952148.5390444"
"2018-01-19","2009387850.5112445"
"2018-05-11","2006832750.5040493"
"2019-06-12","2004570279.6097393"
"2018-11-25","2002104796.8858693"
"2018-02-26","2000263208.7541869"
"2018-04-13","1998682910.1323225"
"2020-02-17","1997343398.1611586"
"2019-05-28","1988734882.1612198"
"2020-05-16","1986233276.2490664"
"2020-02-18","1984522645.5829632"
"2018-01-20","1982860534.4726155"
"2020-08-14","1981256149.0637724"
"2018-03-13","1977951891.1641939"
"2020-03-27","1974410947.0583556"
"2018-02-14","1972897369.0201545"
"2020-01-10","1972375435.3307931"
"2018-03-20","1966957396.2799559"
"2020-06-05","1965503500.4100242"
"2017-12-29","1959974051.4061186"
"2020-06-16","1954663914.0519295"
"2020-05-25","1947457307.949734"
"2020-03-11","1947111751.5312471"
"2018-02-28","1946954469.6702952"
"2022-02-19","1938582491.1751983"
"2018-02-04","1934503462.2910564"
"2020-12-05","1932610041.9415388"
"2018-01-06","1930030055.7104106"
"2018-03-10","1929756396.7980118"
"2019-07-23","1920465653.9933083"
"2020-09-24","1920281340.2895274"
"2020-06-19","1913636777.4736562"
"2020-12-06","1903493258.3344612"
"2020-05-02","1902921872.0224252"
"2019-09-19","1895305149.9246821"
"2019-08-28","1893736004.9594107"
